onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
4754.857789	1.1920311	9	1	1	1	9	1	1	3	8	n/a	n/a	n/a
4756.058191	1.1921713	9	2	1	1	9	1	2	3	8	n/a	n/a	n/a
4757.258587	1.1921911	9	3	1	1	9	1	3	3	8	n/a	n/a	n/a
4758.459157	1.1920247	9	4	1	1	9	1	4	3	8	n/a	n/a	n/a
4759.660449	1.1920805	9	5	1	1	9	1	5	3	8	n/a	n/a	n/a
4760.860087	1.1920417	9	6	1	1	9	1	6	3	8	n/a	n/a	n/a
4762.060497	1.1921335	9	7	1	1	9	1	7	3	8	n/a	n/a	n/a
4763.260981	1.1921308	9	8	1	1	9	1	8	3	8	n/a	n/a	n/a
4764.461508	1.1922028	9	9	1	1	9	1	9	3	8	n/a	n/a	n/a
4765.661895	1.1922027	9	10	1	1	9	1	10	3	8	n/a	n/a	n/a
4766.879922	1.2079712	9	11	1	1	1	2	1	2	9	0	4767.229385	0.4452329
4768.096227	1.192181	9	12	1	1	1	2	2	1	9	1	4768.438172	0.453125
4769.296755	1.1921833	9	13	1	1	1	2	3	1	9	1	4769.638636	0.4866987
4770.497175	1.1921538	9	14	1	1	1	2	4	1	8	1	4770.839141	0.4699761
4771.697683	1.2255208	9	15	1	1	1	2	5	2	8	1	4772.040534	0.5027802
4772.931587	1.200478	9	16	1	1	1	2	6	2	9	0	4773.273546	0.463
4774.140329	1.1921331	9	17	1	1	1	2	7	1	9	1	4774.482193	0.4619396
4775.3409	1.1921498	9	18	1	1	1	2	8	1	9	1	4775.682615	0.4368358
4776.54131	1.2004607	9	19	1	1	1	2	9	1	8	1	4776.883226	0.5455286
4777.750144	1.2171807	9	20	1	1	1	2	10	2	8	1	4778.092001	0.5117522
4778.975632	1.2255932	9	21	1	1	1	2	11	2	8	1	4779.317481	0.6783806
4780.209474	1.2254652	9	22	1	1	1	2	12	2	7	1	4780.551333	0.6701918
4781.443384	1.2004015	9	23	1	1	1	2	13	1	7	1	4781.785192	0.5448513
4782.65223	1.1921101	9	24	1	1	1	2	14	1	7	1	4782.994012	0.669981
4783.852706	1.1920918	9	25	1	1	1	2	15	2	6	1	4784.194503	0.7215873
4785.053174	1.2254917	9	26	1	1	1	2	16	1	6	1	4785.394875	0.6865187
4786.286925	1.2004948	9	27	1	1	1	2	17	2	6	1	4786.628765	0.8034283
4787.495811	1.1921628	9	28	1	1	1	2	18	2	7	0	4787.837653	0.7948645
4788.705154	1.1918201	9	29	1	1	9	3	1	3	7	n/a	n/a	n/a
4789.905277	1.1919336	9	30	1	1	9	3	2	3	7	n/a	n/a	n/a
