onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
8541.98272	1.2004384	8	1	1	2	9	1	1	3	10	n/a	n/a	n/a
8543.191473	1.1921484	8	2	1	2	9	1	2	3	10	n/a	n/a	n/a
8544.391959	1.1921692	8	3	1	2	9	1	3	3	10	n/a	n/a	n/a
8545.592442	1.1921908	8	4	1	2	9	1	4	3	10	n/a	n/a	n/a
8546.793648	1.192111	8	5	1	2	9	1	5	3	10	n/a	n/a	n/a
8547.993401	1.1921493	8	6	1	2	9	1	6	3	10	n/a	n/a	n/a
8549.193715	1.1921643	8	7	1	2	9	1	7	3	10	n/a	n/a	n/a
8550.394267	1.1921054	8	8	1	2	9	1	8	3	10	n/a	n/a	n/a
8551.594769	1.1921137	8	9	1	2	9	1	9	3	10	n/a	n/a	n/a
8552.795196	1.1921345	8	10	1	2	9	1	10	3	10	n/a	n/a	n/a
8554.013244	1.2163261	8	11	1	2	1	2	1	2	9	1	8554.362719	0.745569
8555.237815	1.1921773	8	12	1	2	1	2	2	2	9	1	8555.5799	0.7950167
8556.438317	1.2088245	8	13	1	2	1	2	3	1	9	1	8556.780305	0.7535575
8557.655527	1.2337837	8	14	1	2	1	2	4	1	8	1	8557.997445	0.7618217
8558.897774	1.2254622	8	15	1	2	1	2	5	1	8	1	8559.240489	0.8860704
8560.131436	1.2256246	8	16	1	2	1	2	6	1	8	1	8560.473592	0.8200836
8561.365385	1.2004753	8	17	1	2	1	2	7	1	7	1	8561.707194	0.7300063
8562.574224	1.1921427	8	18	1	2	1	2	8	2	7	1	8562.916005	0.7452499
8563.774616	1.2339377	8	19	1	2	1	2	9	2	7	n/a	8564.11651	n/a
8565.016779	1.2255655	8	20	1	2	1	2	10	1	8	0	8565.358613	0.0950921
8566.250663	1.2255552	8	21	1	2	1	2	11	1	8	1	8566.592523	0.0037445
8567.484535	1.2254154	8	22	1	2	1	2	12	1	8	1	8567.826349	0.0032335
8568.718383	1.2004236	8	23	1	2	1	2	13	2	8	n/a	8569.060165	n/a
8569.927256	1.1920897	8	24	1	2	1	2	14	2	8	n/a	8570.26894	n/a
8571.127614	1.2171345	8	25	1	2	1	2	15	1	8	n/a	8571.469477	n/a
8572.353091	1.1921643	8	26	1	2	1	2	16	2	8	n/a	8572.694905	n/a
8573.553691	1.2337809	8	27	1	2	1	2	17	2	7	1	8573.895519	0.004729300001
8574.795868	1.1921057	8	28	1	2	1	2	18	1	7	n/a	8575.137651	n/a
8576.005094	1.1919063	8	29	1	2	9	3	1	3	7	n/a	n/a	n/a
8577.205479	1.1917915	8	30	1	2	9	3	2	3	7	n/a	n/a	n/a
8578.405571	1.1922084	8	31	1	2	9	3	3	3	7	n/a	n/a	n/a
8579.606161	1.1921136	8	32	1	2	9	3	4	3	7	n/a	n/a	n/a
8580.806546	1.1921409	8	33	1	2	9	3	5	3	7	n/a	n/a	n/a
8582.007128	1.192139	8	34	1	2	9	3	6	3	7	n/a	n/a	n/a
8583.207576	1.19209	8	35	1	2	9	3	7	3	7	n/a	n/a	n/a
8584.40807	1.1921704	8	36	1	2	9	3	8	3	7	n/a	n/a	n/a
8585.608609	1.1920874	8	37	1	2	9	3	9	3	7	n/a	n/a	n/a
8586.808954	1.1921727	8	38	1	2	9	3	10	3	7	n/a	n/a	n/a
8588.017874	1.2087582	8	39	1	2	3	4	1	1	7	1	8588.359676	0.761678
8589.23495	1.1921624	8	40	1	2	3	4	2	2	7	1	8589.576842	0.8036835
8590.435539	1.2087536	8	41	1	2	3	4	3	1	6	1	8590.777322	0.769909
8591.652714	1.1921215	8	42	1	2	3	4	4	2	6	n/a	8591.994495	n/a
8592.853095	1.2089189	8	43	1	2	3	4	5	1	6	n/a	8593.194969	n/a
8594.070235	1.2005082	8	44	1	2	3	4	6	2	7	0	8594.412083	0.0033296
8595.279153	1.1921041	8	45	1	2	3	4	7	1	8	0	8595.620886	0.003546700002
8596.479694	1.2170209	8	46	1	2	3	4	8	2	9	0	8596.821324	0.1366153
8597.705143	1.2003886	8	47	1	2	3	4	9	1	9	1	8598.046919	0.745024
8598.913974	1.1921492	8	48	1	2	3	4	10	2	9	n/a	8599.255728	n/a
8600.114464	1.19205	8	49	1	2	3	4	11	2	9	n/a	8600.456268	n/a
8601.314951	1.2004827	8	50	1	2	3	4	12	2	9	1	8601.656676	0.0366785
8602.523671	1.1921743	8	51	1	2	3	4	13	1	8	1	8602.865553	0.7450267
8603.724255	1.1921557	8	52	1	2	3	4	14	2	8	n/a	8604.066046	n/a
8604.924646	1.1921603	8	53	1	2	3	4	15	1	9	0	8605.266532	0.003354100001
8606.125165	1.2255552	8	54	1	2	3	4	16	2	9	1	8606.466964	0.3783937
8607.358997	1.2004417	8	55	1	2	3	4	17	1	9	n/a	8607.700808	n/a
8608.567792	1.1921546	8	56	1	2	3	4	18	1	9	1	8608.909702	0.003189300001
8609.776724	1.1921294	8	57	1	2	9	5	1	3	9	n/a	n/a	n/a
8610.977066	1.192184	8	58	1	2	9	5	2	3	9	n/a	n/a	n/a
8612.177698	1.192131	8	59	1	2	9	5	3	3	9	n/a	n/a	n/a
8613.378162	1.1920648	8	60	1	2	9	5	4	3	9	n/a	n/a	n/a
8614.578686	1.1920405	8	61	1	2	9	5	5	3	9	n/a	n/a	n/a
8615.779156	1.1921416	8	62	1	2	9	5	6	3	9	n/a	n/a	n/a
8616.979564	1.192187	8	63	1	2	9	5	7	3	9	n/a	n/a	n/a
8618.180147	1.1921241	8	64	1	2	9	5	8	3	9	n/a	n/a	n/a
8619.380564	1.1920996	8	65	1	2	9	5	9	3	9	n/a	n/a	n/a
8620.581106	1.1921999	8	66	1	2	9	5	10	3	9	n/a	n/a	n/a
8621.789779	1.2255671	8	67	1	2	5	6	1	1	9	n/a	8622.131634	n/a
8623.023661	1.1921532	8	68	1	2	5	6	2	2	8	1	8623.365542	0.0530344
8624.22427	1.1921275	8	69	1	2	5	6	3	2	8	n/a	8624.565964	n/a
8625.424744	1.1921221	8	70	1	2	5	6	4	2	8	n/a	8625.766474	n/a
8626.625246	1.192113	8	71	1	2	5	6	5	2	8	n/a	8626.966908	n/a
8627.82571	1.1921452	8	72	1	2	5	6	6	2	8	n/a	8628.167502	n/a
8629.0261	1.1921329	8	73	1	2	5	6	7	2	8	n/a	8629.367942	n/a
8630.226658	1.1921814	8	74	1	2	5	6	8	2	8	n/a	8630.568459	n/a
8631.427118	1.192176	8	75	1	2	5	6	9	2	8	n/a	8631.76897	n/a
8632.627667	1.2004867	8	76	1	2	5	6	10	1	8	n/a	8632.969379	n/a
8633.836414	1.2005742	8	77	1	2	5	6	11	2	9	0	8634.178279	0.2866731
8635.045293	1.1921365	8	78	1	2	5	6	12	1	9	1	8635.387104	0.7117111
8636.245769	1.2005157	8	79	1	2	5	6	13	2	9	n/a	8636.587513	n/a
8637.454534	1.2005383	8	80	1	2	5	6	14	1	10	0	8637.796392	0.0031366
8638.663453	1.2171166	8	81	1	2	5	6	15	1	10	1	8639.005246	0.8033671
8639.888856	1.2005466	8	82	1	2	5	6	16	1	10	1	8640.230627	0.6699704
8641.097707	1.2255639	8	83	1	2	5	6	17	2	10	n/a	8641.439514	n/a
8642.331608	1.1921146	8	84	1	2	5	6	18	2	10	n/a	8642.673389	n/a
8643.54045	1.1921058	8	85	1	2	9	7	1	3	10	n/a	n/a	n/a
8644.740803	1.192174	8	86	1	2	9	7	2	3	10	n/a	n/a	n/a
8645.941402	1.1921227	8	87	1	2	9	7	3	3	10	n/a	n/a	n/a
8647.141871	1.1920966	8	88	1	2	9	7	4	3	10	n/a	n/a	n/a
8648.342258	1.1921636	8	89	1	2	9	7	5	3	10	n/a	n/a	n/a
8649.542853	1.1921557	8	90	1	2	9	7	6	3	10	n/a	n/a	n/a
8650.743281	1.1921186	8	91	1	2	9	7	7	3	10	n/a	n/a	n/a
8651.943807	1.1921776	8	92	1	2	9	7	8	3	10	n/a	n/a	n/a
8653.145312	1.1910851	8	93	1	2	9	7	9	3	10	n/a	n/a	n/a
8654.344812	1.192146	8	94	1	2	9	7	10	3	10	n/a	n/a	n/a
8655.553583	1.2254453	8	95	1	2	7	8	1	1	9	1	8655.895419	0.778176
8656.787361	1.1922388	8	96	1	2	7	8	2	1	9	1	8657.129263	0.703412
8657.987904	1.2005524	8	97	1	2	7	8	3	2	9	1	8658.32971	0.7367971
8659.196702	1.1921276	8	98	1	2	7	8	4	1	8	1	8659.538536	0.7451008
8660.397262	1.1921469	8	99	1	2	7	8	5	2	8	1	8660.739035	0.8367182
8661.597747	1.1921125	8	100	1	2	7	8	6	1	8	1	8661.939532	0.7950351
8662.798219	1.1921714	8	101	1	2	7	8	7	1	7	1	8663.139914	0.6949788
8663.99873	1.2253828	8	102	1	2	7	8	8	2	7	1	8664.340541	0.7783682
8665.232593	1.2004649	8	103	1	2	7	8	9	1	7	n/a	8665.574367	n/a
8666.44135	1.1922021	8	104	1	2	7	8	10	1	7	1	8666.783117	0.2114388
8667.641894	1.2087498	8	105	1	2	7	8	11	1	8	0	8667.983644	0.3201112
8668.85904	1.1921329	8	106	1	2	7	8	12	1	8	1	8669.200849	0.3447926
8670.059473	1.225555	8	107	1	2	7	8	13	2	8	1	8670.409649	0.6950716
8671.293308	1.1921124	8	108	1	2	7	8	14	2	7	1	8671.635171	0.8031996
8672.493797	1.2171988	8	109	1	2	7	8	15	1	7	0	8672.835602	0.8368394
8673.719346	1.2254384	8	110	1	2	7	8	16	2	8	n/a	8674.061149	n/a
8674.953114	1.2338851	8	111	1	2	7	8	17	1	9	0	8675.294951	0.4364929
8676.19536	1.2003533	8	112	1	2	7	8	18	2	9	1	8676.537157	0.7449697
8677.412518	1.192111	8	113	1	2	9	9	1	3	9	n/a	n/a	n/a
8678.61303	1.1920987	8	114	1	2	9	9	2	3	9	n/a	n/a	n/a
8679.813495	1.1921373	8	115	1	2	9	9	3	3	9	n/a	n/a	n/a
8681.013881	1.1921493	8	116	1	2	9	9	4	3	9	n/a	n/a	n/a
8682.214494	1.1921076	8	117	1	2	9	9	5	3	9	n/a	n/a	n/a
8683.414947	1.1920277	8	118	1	2	9	9	6	3	9	n/a	n/a	n/a
8684.615435	1.1921592	8	119	1	2	9	9	7	3	9	n/a	n/a	n/a
8685.81595	1.192128	8	120	1	2	9	9	8	3	9	n/a	n/a	n/a
8687.016357	1.1921229	8	121	1	2	9	9	9	3	9	n/a	n/a	n/a
8688.216885	1.1922157	8	122	1	2	9	9	10	3	9	n/a	n/a	n/a
