onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
5287.711485	1.1802999	1	1	1	1	9	1	1	3	9	n/a	n/a	n/a
5288.899909	1.1917916	1	2	1	1	9	1	2	3	9	n/a	n/a	n/a
5290.09984	1.1915789	1	3	1	1	9	1	3	3	9	n/a	n/a	n/a
5291.29964	1.1916641	1	4	1	1	9	1	4	3	9	n/a	n/a	n/a
5292.500276	1.1915409	1	5	1	1	9	1	5	3	9	n/a	n/a	n/a
5293.69932	1.2142483	1	6	1	1	9	1	6	3	9	n/a	n/a	n/a
5294.917158	1.1901866	1	7	1	1	9	1	7	3	9	n/a	n/a	n/a
5296.115498	1.1916206	1	8	1	1	9	1	8	3	9	n/a	n/a	n/a
5297.315318	1.1919652	1	9	1	1	9	1	9	3	9	n/a	n/a	n/a
5298.51546	1.1914557	1	10	1	1	9	1	10	3	9	n/a	n/a	n/a
5299.780815	1.1840602	1	11	1	1	1	2	1	2	9	n/a	5300.115201	n/a
5300.973206	1.1915081	1	12	1	1	1	2	2	2	9	n/a	5301.314973	n/a
5302.173045	1.1914672	1	13	1	1	1	2	3	2	9	n/a	5302.514784	n/a
5303.372866	1.1914606	1	14	1	1	1	2	4	2	9	n/a	5303.714626	n/a
5304.572587	1.1916502	1	15	1	1	1	2	5	1	9	n/a	5304.915352	n/a
5305.772453	1.1915453	1	16	1	1	1	2	6	2	9	n/a	5306.114251	n/a
5306.972264	1.1915516	1	17	1	1	1	2	7	1	9	n/a	5307.314025	n/a
5308.172056	1.1915799	1	18	1	1	1	2	8	2	9	n/a	5308.513661	n/a
5309.371869	1.1924945	1	19	1	1	1	2	9	1	9	n/a	5309.714568	n/a
5310.571688	1.1925929	1	20	1	1	1	2	10	2	9	n/a	5310.91431	n/a
5311.771921	1.1917145	1	21	1	1	1	2	11	2	9	n/a	5312.114151	n/a
5312.971422	1.1917027	1	22	1	1	1	2	12	1	9	n/a	5313.313421	n/a
5314.171253	1.1916555	1	23	1	1	1	2	13	1	9	n/a	5314.51309	n/a
5315.371111	1.1919486	1	24	1	1	1	2	14	2	9	n/a	5315.712694	n/a
5316.570844	1.1916197	1	25	1	1	1	2	15	1	9	n/a	5316.912606	n/a
5317.770701	1.1916275	1	26	1	1	1	2	16	2	9	n/a	5318.112436	n/a
5318.970605	1.1915963	1	27	1	1	1	2	17	1	9	n/a	5319.312223	n/a
5320.17042	1.1914566	1	28	1	1	1	2	18	1	9	n/a	5320.512046	n/a
5321.370735	1.1912533	1	29	1	1	9	3	1	3	9	n/a	n/a	n/a
5322.570153	1.1914164	1	30	1	1	9	3	2	3	9	n/a	n/a	n/a
5323.769792	1.1920693	1	31	1	1	9	3	3	3	9	n/a	n/a	n/a
5324.969637	1.191669	1	32	1	1	9	3	4	3	9	n/a	n/a	n/a
5326.169516	1.191621	1	33	1	1	9	3	5	3	9	n/a	n/a	n/a
5327.369346	1.1915676	1	34	1	1	9	3	6	3	9	n/a	n/a	n/a
5328.569514	1.1912917	1	35	1	1	9	3	7	3	9	n/a	n/a	n/a
5329.769058	1.1916242	1	36	1	1	9	3	8	3	9	n/a	n/a	n/a
5330.968793	1.1916174	1	37	1	1	9	3	9	3	9	n/a	n/a	n/a
5332.168618	1.1919105	1	38	1	1	9	3	10	3	9	n/a	n/a	n/a
5333.386083	1.1823001	1	39	1	1	3	4	1	1	9	n/a	5333.718434	n/a
5334.576664	1.1914999	1	40	1	1	3	4	2	1	9	n/a	5334.918255	n/a
5335.776764	1.1912091	1	41	1	1	3	4	3	2	9	n/a	5336.118468	n/a
5336.976258	1.1916111	1	42	1	1	3	4	4	2	9	n/a	5337.31791	n/a
5338.176082	1.1915444	1	43	1	1	3	4	5	1	9	n/a	5338.51775	n/a
5339.375909	1.1915757	1	44	1	1	3	4	6	2	9	n/a	5339.717563	n/a
5340.575778	1.1915359	1	45	1	1	3	4	7	2	9	n/a	5340.917843	n/a
5341.775613	1.1924165	1	46	1	1	3	4	8	1	9	n/a	5342.118207	n/a
5342.975387	1.1925968	1	47	1	1	3	4	9	1	9	n/a	5343.317848	n/a
5344.175714	1.1915447	1	48	1	1	3	4	10	1	9	n/a	5344.517714	n/a
5345.375032	1.1916481	1	49	1	1	3	4	11	1	9	n/a	5345.717056	n/a
5346.574913	1.1915811	1	50	1	1	3	4	12	1	9	n/a	5346.91668	n/a
5347.774693	1.1917584	1	51	1	1	3	4	13	1	9	n/a	5348.116924	n/a
5348.974638	1.1914611	1	52	1	1	3	4	14	1	9	n/a	5349.316276	n/a
5350.174328	1.1916592	1	53	1	1	3	4	15	2	9	n/a	5350.51613	n/a
5351.374201	1.1915609	1	54	1	1	3	4	16	2	9	n/a	5351.71638	n/a
5352.573984	1.1916985	1	55	1	1	3	4	17	2	9	n/a	5352.915714	n/a
5353.773866	1.1916219	1	56	1	1	3	4	18	2	9	n/a	5354.115599	n/a
5354.978275	1.187013	1	57	1	1	9	5	1	3	9	n/a	n/a	n/a
5356.173508	1.192041	1	58	1	1	9	5	2	3	9	n/a	n/a	n/a
5357.373341	1.1918827	1	59	1	1	9	5	3	3	9	n/a	n/a	n/a
5358.573147	1.1915814	1	60	1	1	9	5	4	3	9	n/a	n/a	n/a
5359.772963	1.1918983	1	61	1	1	9	5	5	3	9	n/a	n/a	n/a
5360.972854	1.1915691	1	62	1	1	9	5	6	3	9	n/a	n/a	n/a
5362.172628	1.191611	1	63	1	1	9	5	7	3	9	n/a	n/a	n/a
5363.37243	1.1916756	1	64	1	1	9	5	8	3	9	n/a	n/a	n/a
5364.572351	1.191591	1	65	1	1	9	5	9	3	9	n/a	n/a	n/a
5365.772134	1.1915588	1	66	1	1	9	5	10	3	9	n/a	n/a	n/a
5366.981062	1.1907679	1	67	1	1	5	6	1	1	9	n/a	5367.321911	n/a
5368.180204	1.1919048	1	68	1	1	5	6	2	2	9	n/a	5368.521782	n/a
5369.379981	1.1916035	1	69	1	1	5	6	3	2	9	n/a	5369.721578	n/a
5370.580143	1.1912336	1	70	1	1	5	6	4	2	9	n/a	5370.921804	n/a
5371.779576	1.1915353	1	71	1	1	5	6	5	2	9	n/a	5372.121274	n/a
5372.979414	1.1920456	1	72	1	1	5	6	6	2	9	n/a	5373.321054	n/a
5374.179285	1.192504	1	73	1	1	5	6	7	2	9	n/a	5374.5219	n/a
5375.379046	1.1925689	1	74	1	1	5	6	8	2	9	n/a	5375.72162	n/a
5376.579295	1.1914625	1	75	1	1	5	6	9	1	9	n/a	5376.921383	n/a
5377.778688	1.1915966	1	76	1	1	5	6	10	2	9	n/a	5378.121039	n/a
5378.97853	1.1915846	1	77	1	1	5	6	11	2	9	n/a	5379.32068	n/a
5380.178336	1.1918207	1	78	1	1	5	6	12	1	9	n/a	5380.520125	n/a
5381.378327	1.1918487	1	79	1	1	5	6	13	1	9	n/a	5381.719934	n/a
5382.577995	1.1916422	1	80	1	1	5	6	14	2	9	n/a	5382.919677	n/a
5383.777841	1.1916389	1	81	1	1	5	6	15	2	9	n/a	5384.119551	n/a
5384.977698	1.191553	1	82	1	1	5	6	16	1	9	n/a	5385.319383	n/a
5386.177972	1.1911843	1	83	1	1	5	6	17	2	9	n/a	5386.519199	n/a
5387.37738	1.1915653	1	84	1	1	5	6	18	1	9	n/a	5387.71903	n/a
5388.579256	1.189541	1	85	1	1	9	7	1	3	9	n/a	n/a	n/a
5389.777019	1.1916058	1	86	1	1	9	7	2	3	9	n/a	n/a	n/a
5390.976812	1.1916281	1	87	1	1	9	7	3	3	9	n/a	n/a	n/a
5392.17662	1.1916286	1	88	1	1	9	7	4	3	9	n/a	n/a	n/a
5393.376464	1.191968	1	89	1	1	9	7	5	3	9	n/a	n/a	n/a
5394.576304	1.1916147	1	90	1	1	9	7	6	3	9	n/a	n/a	n/a
5395.776017	1.1917157	1	91	1	1	9	7	7	3	9	n/a	n/a	n/a
5396.975937	1.1916295	1	92	1	1	9	7	8	3	9	n/a	n/a	n/a
5398.175792	1.19161	1	93	1	1	9	7	9	3	9	n/a	n/a	n/a
5399.375598	1.1915103	1	94	1	1	9	7	10	3	9	n/a	n/a	n/a
5400.575964	1.191028	1	95	1	1	7	8	1	1	9	n/a	5400.917127	n/a
5401.775267	1.1915567	1	96	1	1	7	8	2	2	9	n/a	5402.116892	n/a
5402.975121	1.1914823	1	97	1	1	7	8	3	2	9	n/a	5403.317091	n/a
5404.174923	1.1916721	1	98	1	1	7	8	4	1	9	n/a	5404.516563	n/a
5405.37468	1.1915718	1	99	1	1	7	8	5	1	9	n/a	5405.716449	n/a
5406.575569	1.1905517	1	100	1	1	7	8	6	1	9	n/a	5406.916203	n/a
5407.775296	1.1907928	1	101	1	1	7	8	7	1	9	n/a	5408.116003	n/a
