onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
39909.95629	1.241812753	10	1	1	2	9	1	1	3	10	n/a	n/a	n/a
39911.20608	1.241174724	10	2	1	2	9	1	2	3	10	n/a	n/a	n/a
39912.45567	1.241152955	10	3	1	2	9	1	3	3	10	n/a	n/a	n/a
39913.70597	1.240984234	10	4	1	2	9	1	4	3	10	n/a	n/a	n/a
39914.95551	1.241312117	10	5	1	2	9	1	5	3	10	n/a	n/a	n/a
39916.20549	1.241200513	10	6	1	2	9	1	6	3	10	n/a	n/a	n/a
39917.45515	1.241905014	10	7	1	2	9	1	7	3	10	n/a	n/a	n/a
39918.7053	1.241268064	10	8	1	2	9	1	8	3	10	n/a	n/a	n/a
39919.95521	1.241278894	10	9	1	2	9	1	9	3	10	n/a	n/a	n/a
39921.20518	1.241278986	10	10	1	2	9	1	10	3	10	n/a	n/a	n/a
39922.6023	1.252773827	10	11	1	2	1	2	1	1	10	1	39922.97292	0.435425264
39923.86351	1.241801939	10	12	1	2	1	2	2	1	11	0	39924.23007	0.518311422
39925.11293	1.283598575	10	13	1	2	1	2	3	2	11	1	39925.47953	0.608363025
39926.40489	1.250020205	10	14	1	2	1	2	4	2	12	0	39926.77089	0.584222192
39927.6631	1.266946876	10	15	1	2	1	2	5	2	12	1	39928.0299	0.533749348
39928.93846	1.241994991	10	16	1	2	1	2	6	2	13	0	39929.30504	0.566385849
39930.18788	1.274733984	10	17	1	2	1	2	7	2	13	1	39930.55445	0.700284796
39931.47116	1.274667853	10	18	1	2	1	2	8	2	13	1	39931.84013	0.664076486
39932.75428	1.266769404	10	19	1	2	1	2	9	1	12	1	39933.12159	0.590967683
39934.02939	1.283304457	10	20	1	2	1	2	10	1	12	1	39934.4045	0.566323171
39935.32102	1.275021796	10	21	1	2	1	2	11	1	12	1	39935.68769	0.541304208
39936.60357	1.267627825	10	22	1	2	1	2	12	2	11	1	39936.97098	0.657781472
39937.87947	1.241588046	10	23	1	2	1	2	13	2	11	1	39938.24626	0.5656226
39939.12919	1.241676112	10	24	1	2	1	2	14	1	11	1	39939.49527	0.624942803
39940.37922	1.257542287	10	25	1	2	1	2	15	2	10	1	39940.74524	0.583278959
39941.64528	1.249960582	10	26	1	2	1	2	16	1	10	1	39942.01216	0.642384449
39942.90372	1.266262655	10	27	1	2	1	2	17	1	10	1	39943.28728	0.533215801
39944.17944	1.274059859	10	28	1	2	1	2	18	1	9	1	39944.54512	0.608935318
39945.46167	1.283795938	10	29	1	2	1	2	19	1	9	1	39945.83673	0.717440375
39946.75401	1.250090801	10	30	1	2	1	2	20	1	9	1	39947.11977	0.683704642
39948.01153	1.275650241	10	31	1	2	1	2	21	1	8	1	39948.37863	0.658136837
39949.29517	1.283432192	10	32	1	2	1	2	22	2	9	0	39949.66198	0.675130497
39950.58704	1.274706836	10	33	1	2	1	2	23	1	10	0	39950.95328	0.591421079
39951.8701	1.274774583	10	34	1	2	1	2	24	2	10	1	39952.2365	0.741968514
39953.15357	1.249336312	10	35	1	2	1	2	25	1	10	1	39953.52027	0.757625041
39954.4109	1.241944013	10	36	1	2	1	2	26	2	10	0	39954.77841	0.874707735
39955.6608	1.242000314	10	37	1	2	1	2	27	2	11	1	39956.02828	0.824667842
39956.91132	1.249632868	10	38	1	2	1	2	28	2	11	1	39957.27743	0.867171047
39958.16972	1.275101525	10	39	1	2	1	2	29	1	10	1	39958.53683	0.791430913
39959.45238	1.275759216	10	40	1	2	1	2	30	2	10	n/a	39959.8193	n/a
39960.73559	1.268849372	10	41	1	2	1	2	31	1	10	n/a	39961.10218	n/a
39962.01125	1.24041235	10	42	1	2	1	2	32	1	10	1	39962.37787	0.783494805
39963.38778	1.248476349	10	43	1	2	9	3	1	3	10	n/a	n/a	n/a
39964.64439	1.240820254	10	44	1	2	9	3	2	3	10	n/a	n/a	n/a
39965.89468	1.249483691	10	45	1	2	9	3	3	3	10	n/a	n/a	n/a
39967.15145	1.242234028	10	46	1	2	9	3	4	3	10	n/a	n/a	n/a
39968.40181	1.242016955	10	47	1	2	9	3	5	3	10	n/a	n/a	n/a
39969.65189	1.242069872	10	48	1	2	9	3	6	3	10	n/a	n/a	n/a
39970.90135	1.242723149	10	49	1	2	9	3	7	3	10	n/a	n/a	n/a
39972.15246	1.241299559	10	50	1	2	9	3	8	3	10	n/a	n/a	n/a
39973.40191	1.241805293	10	51	1	2	9	3	9	3	10	n/a	n/a	n/a
39974.65198	1.241752979	10	52	1	2	9	3	10	3	10	n/a	n/a	n/a
39976.03619	1.290944904	10	53	1	2	3	4	1	2	10	1	39976.41042	0.567875705
39977.33537	1.274984165	10	54	1	2	3	4	2	2	11	0	39977.70125	0.643000783
39978.61844	1.241735025	10	55	1	2	3	4	3	2	11	1	39978.9854	0.549643589
39979.86834	1.241671387	10	56	1	2	3	4	4	1	11	1	39980.2352	0.616512767
39981.11842	1.24178276	10	57	1	2	3	4	5	1	10	1	39981.48482	0.574844477
39982.36831	1.249834979	10	58	1	2	3	4	6	1	11	0	39982.73538	0.607703549
39983.62671	1.274386361	10	59	1	2	3	4	7	1	11	1	39983.99315	0.51692645
39984.90962	1.241340033	10	60	1	2	3	4	8	1	11	1	39985.27678	0.557540941
39986.15969	1.274731048	10	61	1	2	3	4	9	2	10	1	39986.52661	0.54131508
39987.44279	1.24208571	10	62	1	2	3	4	10	2	10	1	39987.80932	0.534030733
39988.69306	1.274869508	10	63	1	2	3	4	11	2	10	1	39989.05927	0.591537052
39989.97637	1.249269958	10	64	1	2	3	4	12	1	9	1	39990.34289	0.599795148
