onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
3577.24678	1.1920524	5	1	1	1	9	1	1	3	6	n/a	n/a	n/a
3578.447179	1.1922094	5	2	1	1	9	1	2	3	6	n/a	n/a	n/a
3579.647627	1.1921377	5	3	1	1	9	1	3	3	6	n/a	n/a	n/a
3580.848166	1.1921465	5	4	1	1	9	1	4	3	6	n/a	n/a	n/a
3582.049464	1.1921406	5	5	1	1	9	1	5	3	6	n/a	n/a	n/a
3583.249025	1.1922077	5	6	1	1	9	1	6	3	6	n/a	n/a	n/a
3584.449513	1.1921678	5	7	1	1	9	1	7	3	6	n/a	n/a	n/a
3585.649977	1.1920978	5	8	1	1	9	1	8	3	6	n/a	n/a	n/a
3586.850491	1.192234	5	9	1	1	9	1	9	3	6	n/a	n/a	n/a
3588.050952	1.1920889	5	10	1	1	9	1	10	3	6	n/a	n/a	n/a
3589.268939	1.2412993	5	11	1	1	1	2	1	2	6	1	3589.618323	0.6621995
3590.518557	1.1922018	5	12	1	1	1	2	2	2	7	0	3590.860555	0.8038481
3591.719108	1.2004864	5	13	1	1	1	2	3	1	7	1	3592.061108	0.7366375
3592.927939	1.2338347	5	14	1	1	1	2	4	1	7	1	3593.269954	0.8535218
3594.17012	1.2171958	5	15	1	1	1	2	5	1	6	1	3594.512935	0.6942635
3595.395528	1.250611	5	16	1	1	1	2	6	1	6	1	3595.737633	0.6629865
3596.654471	1.2254772	5	17	1	1	1	2	7	1	6	1	3596.99626	0.5871645
3597.888298	1.2171828	5	18	1	1	1	2	8	1	5	1	3598.230101	0.5455462
3599.113703	1.1921429	5	19	1	1	1	2	9	2	5	1	3599.455561	0.5120352
3600.314217	1.1922039	5	20	1	1	1	2	10	2	5	1	3600.656064	0.5869464
3601.514689	1.2005667	5	21	1	1	1	2	11	2	4	1	3601.856526	0.6621071
3602.723588	1.2338201	5	22	1	1	1	2	12	2	4	1	3603.065309	0.6381443
3603.965738	1.217127	5	23	1	1	1	2	13	1	4	1	3604.307588	0.5950012
3605.191267	1.2337496	5	24	1	1	1	2	14	1	3	1	3605.533008	0.5533745
3606.433429	1.2337204	5	25	1	1	1	2	15	1	3	1	3606.775138	0.628333
3607.675585	1.225456	5	26	1	1	1	2	16	2	4	0	3608.01734	0.5786888
3608.909369	1.2254498	5	27	1	1	1	2	17	2	5	0	3609.25114	0.703582
3610.143194	1.2171897	5	28	1	1	1	2	18	1	6	0	3610.485061	0.7702435
3611.377581	1.2000775	5	29	1	1	9	3	1	3	6	n/a	n/a	n/a
3612.586137	1.1918339	5	30	1	1	9	3	2	3	6	n/a	n/a	n/a
3613.78635	1.1921314	5	31	1	1	9	3	3	3	6	n/a	n/a	n/a
3614.986823	1.192191	5	32	1	1	9	3	4	3	6	n/a	n/a	n/a
3616.187363	1.1921335	5	33	1	1	9	3	5	3	6	n/a	n/a	n/a
3617.387782	1.1921655	5	34	1	1	9	3	6	3	6	n/a	n/a	n/a
3618.588408	1.192039	5	35	1	1	9	3	7	3	6	n/a	n/a	n/a
3619.788816	1.1921208	5	36	1	1	9	3	8	3	6	n/a	n/a	n/a
3620.989373	1.1921313	5	37	1	1	9	3	9	3	6	n/a	n/a	n/a
3622.189755	1.1921829	5	38	1	1	9	3	10	3	6	n/a	n/a	n/a
3623.39867	1.2003779	5	39	1	1	3	4	1	2	6	1	3623.740474	0.4115152
3624.607496	1.1920546	5	40	1	1	3	4	2	1	6	1	3624.94916	0.6449572
3625.80789	1.2006374	5	41	1	1	3	4	3	2	5	1	3626.149772	0.6450422
3627.016788	1.1921294	5	42	1	1	3	4	4	2	5	1	3627.35856	0.5948242
3628.217194	1.22555	5	43	1	1	3	4	5	2	5	1	3628.559093	0.6616526
3629.451118	1.2421658	5	44	1	1	3	4	6	2	4	1	3629.792881	0.6365015
3630.701557	1.2088012	5	45	1	1	3	4	7	2	5	0	3631.043351	0.5701134
3631.918761	1.2087352	5	46	1	1	3	4	8	2	5	1	3632.268902	0.6198405
3633.135861	1.2422587	5	47	1	1	3	4	9	1	5	1	3633.477697	0.644896
3634.386411	1.1921578	5	48	1	1	3	4	10	1	4	1	3634.728257	0.5782489
3635.586931	1.2337619	5	49	1	1	3	4	11	2	5	0	3635.928669	0.6536724
3636.829127	1.1921037	5	50	1	1	3	4	12	2	5	1	3637.170819	0.7618069
3638.029579	1.1920534	5	51	1	1	3	4	13	1	5	1	3638.371381	0.7282029
3639.230311	1.2085074	5	52	1	1	3	4	14	1	6	0	3639.571795	0.8201327
3640.447268	1.1930178	5	53	1	1	3	4	15	2	6	n/a	3640.788945	n/a
3641.647649	1.2254969	5	54	1	1	3	4	16	1	6	1	3641.989506	0.7200003
3642.881578	1.2338812	5	55	1	1	3	4	17	2	6	1	3643.223401	0.7200622
3644.123751	1.2171536	5	56	1	1	3	4	18	2	6	n/a	3644.465545	n/a
3645.357561	1.1921655	5	57	1	1	9	5	1	3	6	n/a	n/a	n/a
3646.558034	1.1921291	5	58	1	1	9	5	2	3	6	n/a	n/a	n/a
3647.758537	1.1921649	5	59	1	1	9	5	3	3	6	n/a	n/a	n/a
3648.959029	1.1921186	5	60	1	1	9	5	4	3	6	n/a	n/a	n/a
3650.159422	1.1921634	5	61	1	1	9	5	5	3	6	n/a	n/a	n/a
3651.360016	1.192109	5	62	1	1	9	5	6	3	6	n/a	n/a	n/a
3652.560474	1.1920814	5	63	1	1	9	5	7	3	6	n/a	n/a	n/a
3653.760962	1.1921253	5	64	1	1	9	5	8	3	6	n/a	n/a	n/a
3654.961564	1.1920061	5	65	1	1	9	5	9	3	6	n/a	n/a	n/a
3656.161858	1.192252	5	66	1	1	9	5	10	3	6	n/a	n/a	n/a
3657.370657	1.2171488	5	67	1	1	5	6	1	1	5	1	3657.712606	0.4031143
3658.596248	1.1921332	5	68	1	1	5	6	2	1	5	1	3658.937967	0.6618375
3659.796768	1.1920848	5	69	1	1	5	6	3	2	5	1	3660.138558	0.6113625
3660.997153	1.192232	5	70	1	1	5	6	4	1	6	0	3661.338921	0.7118387
3662.197744	1.1921627	5	71	1	1	5	6	5	2	6	1	3662.539441	0.6700003
3663.398144	1.2338814	5	72	1	1	5	6	6	2	6	1	3663.74	0.7619216
3664.640309	1.1921642	5	73	1	1	5	6	7	2	5	1	3664.982162	0.7200074
3665.840873	1.1920516	5	74	1	1	5	6	8	2	5	1	3666.182667	0.7449873
3667.041316	1.1921089	5	75	1	1	5	6	9	2	5	1	3667.383122	0.7619439
3668.241843	1.1921645	5	76	1	1	5	6	10	2	4	1	3668.583681	0.744748
3669.442313	1.2004519	5	77	1	1	5	6	11	1	4	1	3669.784131	0.7868241
3670.651116	1.2254721	5	78	1	1	5	6	12	2	4	1	3670.992936	0.7284722
3671.884948	1.1921766	5	79	1	1	5	6	13	1	3	1	3672.226679	0.6450462
3673.085441	1.2338719	5	80	1	1	5	6	14	2	3	1	3673.427261	0.7031753
3674.327604	1.2338677	5	81	1	1	5	6	15	2	3	1	3674.669476	0.7533427
3675.569715	1.2256086	5	82	1	1	5	6	16	1	2	1	3675.911608	0.8281748
3676.803599	1.2254693	5	83	1	1	5	6	17	1	2	0	3677.145478	0.861815
3678.037493	1.2087669	5	84	1	1	5	6	18	2	3	n/a	3678.379202	n/a
3679.262891	1.192158	5	85	1	1	9	7	1	3	3	n/a	n/a	n/a
3680.463559	1.1920337	5	86	1	1	9	7	2	3	3	n/a	n/a	n/a
3681.66392	1.1921657	5	87	1	1	9	7	3	3	3	n/a	n/a	n/a
3682.864422	1.1921489	5	88	1	1	9	7	4	3	3	n/a	n/a	n/a
3684.064929	1.1921493	5	89	1	1	9	7	5	3	3	n/a	n/a	n/a
3685.265331	1.1921606	5	90	1	1	9	7	6	3	3	n/a	n/a	n/a
3686.465903	1.1921338	5	91	1	1	9	7	7	3	3	n/a	n/a	n/a
3687.666339	1.1921315	5	92	1	1	9	7	8	3	3	n/a	n/a	n/a
3688.866849	1.1921704	5	93	1	1	9	7	9	3	3	n/a	n/a	n/a
3690.06735	1.1921462	5	94	1	1	9	7	10	3	3	n/a	n/a	n/a
3691.276196	1.2170219	5	95	1	1	7	8	1	1	4	0	3691.61798	0.3284511
3692.501611	1.192128	5	96	1	1	7	8	2	1	5	0	3692.843508	0.6616971
3693.702168	1.2254431	5	97	1	1	7	8	3	2	5	1	3694.043983	0.8282579
3694.935895	1.2338308	5	98	1	1	7	8	4	1	5	n/a	3695.277755	n/a
3696.178142	1.218147	5	99	1	1	7	8	5	2	5	n/a	3696.519912	n/a
3697.403658	1.2004426	5	100	1	1	7	8	6	1	5	n/a	3697.745471	n/a
