onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
4017.45925	1.1997612	6	1	1	2	9	1	1	3	5	n/a	n/a	n/a
4018.667298	1.1923924	6	2	1	2	9	1	2	3	5	n/a	n/a	n/a
4019.867897	1.1921667	6	3	1	2	9	1	3	3	5	n/a	n/a	n/a
4021.068245	1.1921967	6	4	1	2	9	1	4	3	5	n/a	n/a	n/a
4022.269625	1.1921026	6	5	1	2	9	1	5	3	5	n/a	n/a	n/a
4023.469291	1.1921666	6	6	1	2	9	1	6	3	5	n/a	n/a	n/a
4024.669723	1.1921343	6	7	1	2	9	1	7	3	5	n/a	n/a	n/a
4025.870218	1.1921322	6	8	1	2	9	1	8	3	5	n/a	n/a	n/a
4027.070636	1.1921689	6	9	1	2	9	1	9	3	5	n/a	n/a	n/a
4028.271192	1.1921213	6	10	1	2	9	1	10	3	5	n/a	n/a	n/a
4029.48922	1.2079268	6	11	1	2	1	2	1	1	6	0	4029.838691	0.5034487
4030.705519	1.1921312	6	12	1	2	1	2	2	2	6	1	4031.047489	0.6701431
4031.905957	1.1921103	6	13	1	2	1	2	3	1	6	1	4032.247829	0.7370031
4033.106449	1.1921647	6	14	1	2	1	2	4	1	5	1	4033.448406	0.7284806
4034.306893	1.1921255	6	15	1	2	1	2	5	2	5	1	4034.649879	0.7107023
4035.507455	1.1921695	6	16	1	2	1	2	6	1	5	1	4035.849569	0.8449933
4036.707932	1.1921167	6	17	1	2	1	2	7	1	5	n/a	4037.049741	n/a
4037.90844	1.2087193	6	18	1	2	1	2	8	1	4	1	4038.250146	0.7869171
4039.125565	1.1920715	6	19	1	2	1	2	9	1	4	1	4039.467283	0.8464976
4040.326078	1.1920688	6	20	1	2	1	2	10	2	4	1	4040.667872	0.8366897
4041.526517	1.2254848	6	21	1	2	1	2	11	2	3	1	4041.868259	0.8300533
4042.760296	1.2339431	6	22	1	2	1	2	12	1	3	1	4043.102205	0.7373139
4044.002478	1.1921042	6	23	1	2	1	2	13	1	3	1	4044.344324	0.7201126
4045.203045	1.2337988	6	24	1	2	1	2	14	2	3	0	4045.544808	0.8621144
4046.445226	1.2171624	6	25	1	2	1	2	15	2	4	1	4046.787003	0.8117622
4047.670653	1.2005498	6	26	1	2	1	2	16	1	4	1	4048.012515	0.8116251
4048.879528	1.2005924	6	27	1	2	1	2	17	1	3	1	4049.221346	0.7532123
4050.088375	1.1921274	6	28	1	2	1	2	18	2	3	1	4050.430114	0.653459
4051.29767	1.2001764	6	29	1	2	9	3	1	3	3	n/a	n/a	n/a
4052.506144	1.1918598	6	30	1	2	9	3	2	3	3	n/a	n/a	n/a
4053.70646	1.1921371	6	31	1	2	9	3	3	3	3	n/a	n/a	n/a
4054.90693	1.1920772	6	32	1	2	9	3	4	3	3	n/a	n/a	n/a
4056.107357	1.1922227	6	33	1	2	9	3	5	3	3	n/a	n/a	n/a
4057.307958	1.192102	6	34	1	2	9	3	6	3	3	n/a	n/a	n/a
4058.508536	1.1920121	6	35	1	2	9	3	7	3	3	n/a	n/a	n/a
4059.708918	1.1921587	6	36	1	2	9	3	8	3	3	n/a	n/a	n/a
4060.909344	1.1920902	6	37	1	2	9	3	9	3	3	n/a	n/a	n/a
4062.109927	1.1921181	6	38	1	2	9	3	10	3	3	n/a	n/a	n/a
4063.3188	1.2336656	6	39	1	2	3	4	1	2	3	1	4063.6604	0.5367884
4064.560905	1.2337402	6	40	1	2	3	4	2	1	2	1	4064.90262	0.6783491
4065.803041	1.1921639	6	41	1	2	3	4	3	2	2	1	4066.144951	0.6282016
4067.003524	1.2338684	6	42	1	2	3	4	4	1	2	1	4067.345368	0.5950949
4068.245632	1.2171597	6	43	1	2	3	4	5	1	2	1	4068.587523	0.7281593
4069.47111	1.2255585	6	44	1	2	3	4	6	2	3	0	4069.812923	0.811834
4070.704951	1.2005728	6	45	1	2	3	4	7	2	3	1	4071.046814	0.8535337
4071.913766	1.2255887	6	46	1	2	3	4	8	1	3	1	4072.255695	0.844872
4073.147697	1.2504554	6	47	1	2	3	4	9	2	3	1	4073.489495	0.869943
4074.406577	1.2338259	6	48	1	2	3	4	10	2	2	1	4074.748337	0.6864762
4075.648655	1.2255145	6	49	1	2	3	4	11	1	2	1	4075.990522	0.7115918
4076.882547	1.2337567	6	50	1	2	3	4	12	1	2	1	4077.224292	0.6867083
4078.124714	1.200485	6	51	1	2	3	4	13	2	3	0	4078.466728	0.7364942
4079.333525	1.2337908	6	52	1	2	3	4	14	1	4	0	4079.675308	0.561927
4080.575702	1.2171832	6	53	1	2	3	4	15	1	4	1	4080.917411	0.5617336
4081.801229	1.2003477	6	54	1	2	3	4	16	1	4	1	4082.143053	0.6363592
4083.010064	1.1921431	6	55	1	2	3	4	17	1	3	1	4083.351824	0.6616193
4084.210544	1.2004719	6	56	1	2	3	4	18	2	3	1	4084.55235	0.5114531
4085.427635	1.192081	6	57	1	2	9	5	1	3	3	n/a	n/a	n/a
4086.628191	1.1921344	6	58	1	2	9	5	2	3	3	n/a	n/a	n/a
4087.828646	1.1921143	6	59	1	2	9	5	3	3	3	n/a	n/a	n/a
4089.029122	1.1921913	6	60	1	2	9	5	4	3	3	n/a	n/a	n/a
4090.229639	1.1921549	6	61	1	2	9	5	5	3	3	n/a	n/a	n/a
4091.430042	1.1922085	6	62	1	2	9	5	6	3	3	n/a	n/a	n/a
4092.630625	1.1921305	6	63	1	2	9	5	7	3	3	n/a	n/a	n/a
4093.831013	1.1921748	6	64	1	2	9	5	8	3	3	n/a	n/a	n/a
4095.031566	1.1921066	6	65	1	2	9	5	9	3	3	n/a	n/a	n/a
4096.232089	1.1921178	6	66	1	2	9	5	10	3	3	n/a	n/a	n/a
4097.44922	1.2004862	6	67	1	2	5	6	1	2	3	1	4097.791052	0.6447328
4098.65804	1.2004465	6	68	1	2	5	6	2	2	4	0	4098.999852	0.6450185
4099.866891	1.2254566	6	69	1	2	5	6	3	2	4	1	4100.208626	0.6198031
4101.100716	1.1920749	6	70	1	2	5	6	4	1	5	0	4101.442448	0.6781934
4102.301201	1.2004169	6	71	1	2	5	6	5	2	6	0	4102.64299	0.4451792
4103.510017	1.1921577	6	72	1	2	5	6	6	2	7	0	4103.851712	0.52005
4104.710507	1.192136	6	73	1	2	5	6	7	1	7	1	4105.052317	0.5948969
4105.910939	1.1921684	6	74	1	2	5	6	8	2	7	1	4106.252688	0.5866663
4107.111387	1.233901	6	75	1	2	5	6	9	1	6	1	4107.453296	0.5117312
4108.353622	1.2005358	6	76	1	2	5	6	10	1	6	1	4108.69548	0.5199189
4109.56252	1.2003535	6	77	1	2	5	6	11	1	7	0	4109.904172	0.5033405
4110.771419	1.1920073	6	78	1	2	5	6	12	1	7	1	4111.113028	0.5034796
4111.971807	1.2253417	6	79	1	2	5	6	13	2	7	1	4112.313595	0.6199465
4113.205619	1.2336969	6	80	1	2	5	6	14	2	8	0	4113.547399	0.6866946
4114.447798	1.1921494	6	81	1	2	5	6	15	1	8	1	4114.78952	0.5614643
4115.648227	1.2254635	6	82	1	2	5	6	16	1	9	0	4115.990107	0.5034406
4116.882126	1.1921514	6	83	1	2	5	6	17	1	9	1	4117.223942	0.5782408
4118.082531	1.1921866	6	84	1	2	5	6	18	1	9	1	4118.424346	0.5699708
4119.291369	1.1921234	6	85	1	2	9	7	1	3	9	n/a	n/a	n/a
4120.491905	1.1921897	6	86	1	2	9	7	2	3	9	n/a	n/a	n/a
4121.692436	1.1921038	6	87	1	2	9	7	3	3	9	n/a	n/a	n/a
4122.892897	1.1920723	6	88	1	2	9	7	4	3	9	n/a	n/a	n/a
4124.093375	1.1921732	6	89	1	2	9	7	5	3	9	n/a	n/a	n/a
4125.29378	1.1921498	6	90	1	2	9	7	6	3	9	n/a	n/a	n/a
4126.49436	1.1921236	6	91	1	2	9	7	7	3	9	n/a	n/a	n/a
4127.694749	1.1921477	6	92	1	2	9	7	8	3	9	n/a	n/a	n/a
4128.895311	1.1920566	6	93	1	2	9	7	9	3	9	n/a	n/a	n/a
4130.095768	1.192121	6	94	1	2	9	7	10	3	9	n/a	n/a	n/a
4131.304645	1.200417	6	95	1	2	7	8	1	1	10	0	4131.646436	0.4616048
4132.513475	1.2337409	6	96	1	2	7	8	2	1	10	1	4132.855183	0.5532877
4133.755638	1.225476	6	97	1	2	7	8	3	1	10	1	4134.09736	0.5447537
4134.989354	1.2423172	6	98	1	2	7	8	4	2	9	1	4135.331239	0.5531691
4136.239969	1.2004032	6	99	1	2	7	8	5	2	9	1	4136.581761	0.6032013
4137.448678	1.1922824	6	100	1	2	7	8	6	2	9	1	4137.79051	0.5366567
4138.64931	1.1921272	6	101	1	2	7	8	7	1	8	1	4138.991103	0.5114084
4139.849739	1.2255317	6	102	1	2	7	8	8	2	9	0	4140.191496	0.5534168
4141.083529	1.1921404	6	103	1	2	7	8	9	2	9	1	4141.425514	0.6199013
4142.284091	1.1921549	6	104	1	2	7	8	10	1	9	1	4142.625826	0.528314
4143.484566	1.2004935	6	105	1	2	7	8	11	2	8	1	4143.826382	0.4448275
4144.693441	1.233777	6	106	1	2	7	8	12	2	8	1	4145.035197	0.5199445
4145.935493	1.2254499	6	107	1	2	7	8	13	1	8	1	4146.277349	0.5613575
4147.169327	1.2172721	6	108	1	2	7	8	14	2	7	1	4147.511271	0.5116777
4148.39486	1.2171354	6	109	1	2	7	8	15	2	7	1	4148.736711	0.6032366
4149.620413	1.2254999	6	110	1	2	7	8	16	2	7	1	4149.962133	0.7116741
4150.854189	1.2255239	6	111	1	2	7	8	17	2	8	0	4151.195949	0.8116759
4152.08806	1.2254642	6	112	1	2	7	8	18	2	8	1	4152.429871	0.6533282
4153.330218	1.1920481	6	113	1	2	9	9	1	3	8	n/a	n/a	n/a
4154.530721	1.1921565	6	114	1	2	9	9	2	3	8	n/a	n/a	n/a
4155.73122	1.1921146	6	115	1	2	9	9	3	3	8	n/a	n/a	n/a
4156.93166	1.1920844	6	116	1	2	9	9	4	3	8	n/a	n/a	n/a
4158.1322	1.19213	6	117	1	2	9	9	5	3	8	n/a	n/a	n/a
4159.332568	1.1921101	6	118	1	2	9	9	6	3	8	n/a	n/a	n/a
4160.533172	1.1920954	6	119	1	2	9	9	7	3	8	n/a	n/a	n/a
4161.733577	1.1921505	6	120	1	2	9	9	8	3	8	n/a	n/a	n/a
4162.934148	1.1921464	6	121	1	2	9	9	9	3	8	n/a	n/a	n/a
4164.134521	1.1922347	6	122	1	2	9	9	10	3	8	n/a	n/a	n/a
