onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
528.2660407	1.2084333	1	1	1	1	9	1	1	3	9	n/a	n/a	n/a
529.4827829	1.1922402	1	2	1	1	9	1	2	3	9	n/a	n/a	n/a
530.6831632	1.1922605	1	3	1	1	9	1	3	3	9	n/a	n/a	n/a
531.8836774	1.1922848	1	4	1	1	9	1	4	3	9	n/a	n/a	n/a
533.0852103	1.1919976	1	5	1	1	9	1	5	3	9	n/a	n/a	n/a
534.2848018	1.1920423	1	6	1	1	9	1	6	3	9	n/a	n/a	n/a
535.4851226	1.1921893	1	7	1	1	9	1	7	3	9	n/a	n/a	n/a
536.6855613	1.1921339	1	8	1	1	9	1	8	3	9	n/a	n/a	n/a
537.8860913	1.1921883	1	9	1	1	9	1	9	3	9	n/a	n/a	n/a
539.0865361	1.1921077	1	10	1	1	9	1	10	3	9	n/a	n/a	n/a
540.3045944	1.2079145	1	11	1	1	1	2	1	2	9	n/a	540.6539172	n/a
541.5207917	1.225608	1	12	1	1	1	2	2	2	9	1	541.8628203	0.7204852
542.754687	1.2255243	1	13	1	1	1	2	3	1	9	1	543.1049311	0.620344
543.988568	1.1921365	1	14	1	1	1	2	4	1	8	1	544.3304333	0.5700885
545.1889625	1.217087	1	15	1	1	1	2	5	1	8	1	545.5319249	0.6440908
546.4145133	1.2339252	1	16	1	1	1	2	6	2	8	1	546.7649046	0.5866855
547.6566803	1.233849	1	17	1	1	1	2	7	1	7	1	548.006822	0.5616487
548.8988548	1.2421827	1	18	1	1	1	2	8	1	7	1	549.2406769	0.5379861
550.1492932	1.2338222	1	19	1	1	1	2	9	2	7	1	550.4911085	0.5620124
551.3916288	1.225401	1	20	1	1	1	2	10	2	6	1	551.7416873	0.5951388
552.6252907	1.225547	1	21	1	1	1	2	11	1	6	1	552.9671785	0.6706677
553.859223	1.2338254	1	22	1	1	1	2	12	2	6	1	554.2010118	0.6548781
555.101368	1.2254963	1	23	1	1	1	2	13	1	5	1	555.4431766	0.6115203
556.335102	1.2338878	1	24	1	1	1	2	14	2	5	1	556.6769078	0.7285832
557.5773876	1.2253609	1	25	1	1	1	2	15	1	5	1	557.9192003	0.6364522
558.8112206	1.233776	1	26	1	1	1	2	16	2	4	1	559.1613519	0.6364009
560.053392	1.2337898	1	27	1	1	1	2	17	1	4	1	560.3951686	0.7532648
561.2955277	1.2171093	1	28	1	1	1	2	18	2	4	1	561.6373702	0.6282167
562.5293937	1.1923129	1	29	1	1	9	3	1	3	4	n/a	n/a	n/a
563.7300865	1.1918518	1	30	1	1	9	3	2	3	4	n/a	n/a	n/a
564.9303447	1.1921588	1	31	1	1	9	3	3	3	4	n/a	n/a	n/a
566.1307815	1.1921435	1	32	1	1	9	3	4	3	4	n/a	n/a	n/a
567.3312267	1.192266	1	33	1	1	9	3	5	3	4	n/a	n/a	n/a
568.5317997	1.1921368	1	34	1	1	9	3	6	3	4	n/a	n/a	n/a
569.7322137	1.1921521	1	35	1	1	9	3	7	3	4	n/a	n/a	n/a
570.932761	1.1921569	1	36	1	1	9	3	8	3	4	n/a	n/a	n/a
572.1331974	1.1921551	1	37	1	1	9	3	9	3	4	n/a	n/a	n/a
573.3337272	1.1920556	1	38	1	1	9	3	10	3	4	n/a	n/a	n/a
574.5430164	1.2333464	1	39	1	1	3	4	1	1	5	0	574.8926304	0.7120996
575.7846631	1.2255442	1	40	1	1	3	4	2	2	5	1	576.1264767	0.7035206
577.0184957	1.233911	1	41	1	1	3	4	3	2	5	1	577.3685826	0.7700108
578.2606302	1.2421978	1	42	1	1	3	4	4	2	4	1	578.6024768	0.6700043
579.5112399	1.217163	1	43	1	1	3	4	5	2	5	0	579.8530807	0.6868088
580.7366666	1.2421574	1	44	1	1	3	4	6	2	6	0	581.0868092	0.6868422
581.9874708	1.2502501	1	45	1	1	3	4	7	1	7	0	582.3456859	0.4698747
583.2459909	1.2338497	1	46	1	1	3	4	8	1	7	1	583.5878655	0.5534325
584.4882308	1.2337814	1	47	1	1	3	4	9	1	7	1	584.8299612	0.5449315
585.730441	1.2254612	1	48	1	1	3	4	10	1	6	1	586.0805305	0.5866642
586.964158	1.2255354	1	49	1	1	3	4	11	1	6	1	587.3059667	0.6199418
588.1980542	1.2338686	1	50	1	1	3	4	12	2	6	1	588.5398885	0.7865573
589.440181	1.2255422	1	51	1	1	3	4	13	2	5	1	589.7820436	0.7366819
