onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
7234.90264	1.1919016	2	1	1	2	9	1	1	3	9	n/a	n/a	n/a
7236.102813	1.1921607	2	2	1	2	9	1	2	3	9	n/a	n/a	n/a
7237.303439	1.1920896	2	3	1	2	9	1	3	3	9	n/a	n/a	n/a
7238.50376	1.192222	2	4	1	2	9	1	4	3	9	n/a	n/a	n/a
7239.705298	1.1920012	2	5	1	2	9	1	5	3	9	n/a	n/a	n/a
7240.90471	1.1922261	2	6	1	2	9	1	6	3	9	n/a	n/a	n/a
7242.105164	1.1922689	2	7	1	2	9	1	7	3	9	n/a	n/a	n/a
7243.305723	1.1921243	2	8	1	2	9	1	8	3	9	n/a	n/a	n/a
7244.506176	1.1920383	2	9	1	2	9	1	9	3	9	n/a	n/a	n/a
7245.706625	1.1920862	2	10	1	2	9	1	10	3	9	n/a	n/a	n/a
7246.924663	1.233104	2	11	1	2	1	2	1	1	8	1	7247.274129	0.7037355
7248.166033	1.2421202	2	12	1	2	1	2	2	2	8	1	7248.516331	0.8955287
7249.416458	1.225462	2	13	1	2	1	2	3	1	8	n/a	7249.75846	n/a
7250.650381	1.2088054	2	14	1	2	1	2	4	1	9	0	7250.992336	0.0035779
7251.86751	1.2254538	2	15	1	2	1	2	5	1	9	1	7252.210309	0.0040116
7253.10139	1.2421199	2	16	1	2	1	2	6	1	9	1	7253.443435	0.003525499999
7254.35177	1.225571	2	17	1	2	1	2	7	1	9	n/a	7254.693607	n/a
7255.585784	1.2004389	2	18	1	2	1	2	8	2	9	1	7255.927479	0.828729
7256.794473	1.2338435	2	19	1	2	1	2	9	1	8	1	7257.136373	0.8284748
7258.03668	1.2253921	2	20	1	2	1	2	10	2	8	n/a	7258.378499	n/a
7259.270525	1.2171721	2	21	1	2	1	2	11	1	8	1	7259.612391	0.004840199999
7260.496	1.2255238	2	22	1	2	1	2	12	2	7	1	7260.837793	0.7620172
7261.729785	1.2254633	2	23	1	2	1	2	13	1	7	n/a	7262.071632	n/a
7262.963693	1.2420372	2	24	1	2	1	2	14	2	7	1	7263.305385	0.0048018
7264.214167	1.2338467	2	25	1	2	1	2	15	1	8	0	7264.555974	0.136525
7265.456316	1.2338802	2	26	1	2	1	2	16	1	8	1	7265.798169	0.7872587
7266.698432	1.2256028	2	27	1	2	1	2	17	1	8	n/a	7267.040322	n/a
7267.932369	1.2255271	2	28	1	2	1	2	18	2	8	n/a	7268.274178	n/a
7269.175012	1.1917771	2	29	1	2	9	3	1	3	8	n/a	n/a	n/a
7270.37523	1.1918875	2	30	1	2	9	3	2	3	8	n/a	n/a	n/a
7271.57552	1.1921102	2	31	1	2	9	3	3	3	8	n/a	n/a	n/a
7272.775935	1.1922035	2	32	1	2	9	3	4	3	8	n/a	n/a	n/a
7273.97649	1.1921092	2	33	1	2	9	3	5	3	8	n/a	n/a	n/a
7275.176871	1.1921498	2	34	1	2	9	3	6	3	8	n/a	n/a	n/a
7276.377455	1.1921242	2	35	1	2	9	3	7	3	8	n/a	n/a	n/a
7277.577868	1.1921286	2	36	1	2	9	3	8	3	8	n/a	n/a	n/a
7278.77861	1.191859	2	37	1	2	9	3	9	3	8	n/a	n/a	n/a
7279.978925	1.1921133	2	38	1	2	9	3	10	3	8	n/a	n/a	n/a
7281.187759	1.2254067	2	39	1	2	3	4	1	2	8	n/a	7281.529514	n/a
7282.421618	1.2420515	2	40	1	2	3	4	2	2	8	n/a	7282.771749	n/a
7283.672073	1.2253892	2	41	1	2	3	4	3	1	8	n/a	7284.013768	n/a
7284.905882	1.2337806	2	42	1	2	3	4	4	2	9	0	7285.24757	0.0202643
7286.148086	1.2254068	2	43	1	2	3	4	5	1	10	0	7286.489866	0.0033496
7287.381923	1.233728	2	44	1	2	3	4	6	2	11	0	7287.72358	0.0031846
7288.623982	1.2255774	2	45	1	2	3	4	7	2	11	n/a	7288.965842	n/a
7289.857835	1.2170931	2	46	1	2	3	4	8	1	11	n/a	7290.199632	n/a
7291.083418	1.2337827	2	47	1	2	3	4	9	1	11	n/a	7291.425171	n/a
7292.325591	1.2253827	2	48	1	2	3	4	10	1	11	n/a	7292.667344	n/a
7293.559359	1.2254196	2	49	1	2	3	4	11	2	11	n/a	7293.901204	n/a
7294.793222	1.24216	2	50	1	2	3	4	12	1	11	1	7295.134922	0.8035618
7296.043665	1.2254948	2	51	1	2	3	4	13	1	11	1	7296.38553	0.8201108
7297.277688	1.2420201	2	52	1	2	3	4	14	1	11	n/a	7297.619424	n/a
7298.528079	1.2338255	2	53	1	2	3	4	15	1	10	1	7298.869864	0.044839
7299.770144	1.2338603	2	54	1	2	3	4	16	1	10	1	7300.111971	0.2449448
7301.012357	1.2255825	2	55	1	2	3	4	17	1	10	n/a	7301.35411	n/a
7302.246166	1.2255487	2	56	1	2	3	4	18	1	10	1	7302.588117	0.0031419
7303.488342	1.1921344	2	57	1	2	9	5	1	3	10	n/a	n/a	n/a
7304.688907	1.1921389	2	58	1	2	9	5	2	3	10	n/a	n/a	n/a
7305.8894	1.1920643	2	59	1	2	9	5	3	3	10	n/a	n/a	n/a
7307.08985	1.1921825	2	60	1	2	9	5	4	3	10	n/a	n/a	n/a
7308.290354	1.1921501	2	61	1	2	9	5	5	3	10	n/a	n/a	n/a
7309.490793	1.1921135	2	62	1	2	9	5	6	3	10	n/a	n/a	n/a
7310.691352	1.1921937	2	63	1	2	9	5	7	3	10	n/a	n/a	n/a
7311.891765	1.1921263	2	64	1	2	9	5	8	3	10	n/a	n/a	n/a
7313.092328	1.1921266	2	65	1	2	9	5	9	3	10	n/a	n/a	n/a
