onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
6375.296899	1.1919721	2	1	1	2	9	1	1	3	9	n/a	n/a	n/a
6376.49726	1.1922111	2	2	1	2	9	1	2	3	9	n/a	n/a	n/a
6377.697641	1.1922145	2	3	1	2	9	1	3	3	9	n/a	n/a	n/a
6378.898218	1.1921955	2	4	1	2	9	1	4	3	9	n/a	n/a	n/a
6380.09953	1.1920357	2	5	1	2	9	1	5	3	9	n/a	n/a	n/a
6381.299054	1.1921898	2	6	1	2	9	1	6	3	9	n/a	n/a	n/a
6382.499576	1.1921506	2	7	1	2	9	1	7	3	9	n/a	n/a	n/a
6383.700037	1.192086	2	8	1	2	9	1	8	3	9	n/a	n/a	n/a
6384.900536	1.1920524	2	9	1	2	9	1	9	3	9	n/a	n/a	n/a
6386.101009	1.1921337	2	10	1	2	9	1	10	3	9	n/a	n/a	n/a
6387.472125	1.204911	2	11	1	2	1	2	1	1	9	n/a	6387.826887	n/a
6388.685312	1.242225	2	12	1	2	1	2	2	2	9	n/a	6389.035668	n/a
6389.935898	1.2004203	2	13	1	2	1	2	3	1	9	n/a	6390.277836	n/a
6391.144726	1.1921487	2	14	1	2	1	2	4	1	9	n/a	6391.486609	n/a
6392.345143	1.1922278	2	15	1	2	1	2	5	2	9	n/a	6392.6879	n/a
6393.545601	1.192422	2	16	1	2	1	2	6	1	9	n/a	6393.887655	n/a
6394.746186	1.2254011	2	17	1	2	1	2	7	1	9	n/a	6395.087975	n/a
6395.979985	1.1921777	2	18	1	2	1	2	8	1	9	n/a	6396.321709	n/a
6397.180488	1.2003648	2	19	1	2	1	2	9	1	9	n/a	6397.522293	n/a
6398.389315	1.1921625	2	20	1	2	1	2	10	1	9	n/a	6398.7311	n/a
6399.589709	1.2005882	2	21	1	2	1	2	11	1	9	n/a	6399.931552	n/a
6400.79863	1.2003824	2	22	1	2	1	2	12	2	9	n/a	6401.140426	n/a
6402.007462	1.1921015	2	23	1	2	1	2	13	2	9	n/a	6402.349329	n/a
6403.207919	1.192068	2	24	1	2	1	2	14	1	9	n/a	6403.54962	n/a
6404.408395	1.1921523	2	25	1	2	1	2	15	2	9	n/a	6404.750082	n/a
6405.608911	1.200433	2	26	1	2	1	2	16	1	9	n/a	6405.950753	n/a
6406.817769	1.1920518	2	27	1	2	1	2	17	1	9	n/a	6407.159469	n/a
6408.018097	1.192144	2	28	1	2	1	2	18	2	9	n/a	6408.3599	n/a
6409.370517	1.2321893	2	29	1	2	9	3	1	3	9	n/a	n/a	n/a
6410.611027	1.1920395	2	30	1	2	9	3	2	3	9	n/a	n/a	n/a
6411.811325	1.1921073	2	31	1	2	9	3	3	3	9	n/a	n/a	n/a
6413.011815	1.1922127	2	32	1	2	9	3	4	3	9	n/a	n/a	n/a
6414.212375	1.1921199	2	33	1	2	9	3	5	3	9	n/a	n/a	n/a
6415.412765	1.1923134	2	34	1	2	9	3	6	3	9	n/a	n/a	n/a
6416.613332	1.1921012	2	35	1	2	9	3	7	3	9	n/a	n/a	n/a
6417.813789	1.1920342	2	36	1	2	9	3	8	3	9	n/a	n/a	n/a
6419.014285	1.1921734	2	37	1	2	9	3	9	3	9	n/a	n/a	n/a
6420.214756	1.1921401	2	38	1	2	9	3	10	3	9	n/a	n/a	n/a
6421.565798	1.2166965	2	39	1	2	3	4	1	1	9	n/a	6421.932097	n/a
6422.790714	1.2005119	2	40	1	2	3	4	2	2	9	n/a	6423.132633	n/a
6423.999566	1.2004876	2	41	1	2	3	4	3	1	9	n/a	6424.341526	n/a
6425.208404	1.1922058	2	42	1	2	3	4	4	1	9	n/a	6425.550138	n/a
6426.409035	1.2087699	2	43	1	2	3	4	5	2	9	n/a	6426.750835	n/a
6427.626139	1.2171091	2	44	1	2	3	4	6	1	9	n/a	6427.984611	n/a
6428.851642	1.2254691	2	45	1	2	3	4	7	2	9	n/a	6429.193348	n/a
6430.085387	1.2088865	2	46	1	2	3	4	8	1	9	n/a	6430.42725	n/a
6431.302486	1.233917	2	47	1	2	3	4	9	2	9	n/a	6431.644388	n/a
6432.544653	1.200589	2	48	1	2	3	4	10	2	9	n/a	6432.89488	n/a
6433.753545	1.1920972	2	49	1	2	3	4	11	2	9	n/a	6434.095293	n/a
6434.954086	1.217156	2	50	1	2	3	4	12	2	9	n/a	6435.304215	n/a
6436.179539	1.1921614	2	51	1	2	3	4	13	1	9	n/a	6436.521342	n/a
6437.379971	1.1922401	2	52	1	2	3	4	14	1	9	n/a	6437.721777	n/a
6438.580551	1.19215	2	53	1	2	3	4	15	2	9	n/a	6438.922339	n/a
6439.780939	1.2005681	2	54	1	2	3	4	16	1	9	n/a	6440.122793	n/a
6440.989789	1.2338743	2	55	1	2	3	4	17	1	9	n/a	6441.331603	n/a
6442.232007	1.1920622	2	56	1	2	3	4	18	1	9	n/a	6442.573739	n/a
6443.591338	1.1999238	2	57	1	2	9	5	1	3	9	n/a	n/a	n/a
6444.799709	1.192069	2	58	1	2	9	5	2	3	9	n/a	n/a	n/a
6446.000091	1.1921592	2	59	1	2	9	5	3	3	9	n/a	n/a	n/a
6447.200647	1.1921634	2	60	1	2	9	5	4	3	9	n/a	n/a	n/a
6448.401176	1.1920896	2	61	1	2	9	5	5	3	9	n/a	n/a	n/a
6449.601537	1.1922013	2	62	1	2	9	5	6	3	9	n/a	n/a	n/a
6450.802147	1.1921575	2	63	1	2	9	5	7	3	9	n/a	n/a	n/a
6452.002528	1.1921661	2	64	1	2	9	5	8	3	9	n/a	n/a	n/a
6453.203041	1.1922428	2	65	1	2	9	5	9	3	9	n/a	n/a	n/a
6454.4036	1.1920522	2	66	1	2	9	5	10	3	9	n/a	n/a	n/a
6455.762699	1.2001514	2	67	1	2	5	6	1	2	9	n/a	6456.112579	n/a
6456.971204	1.192215	2	68	1	2	5	6	2	1	9	n/a	6457.313268	n/a
6458.17329	1.1988829	2	69	1	2	5	6	3	1	9	n/a	6458.521841	n/a
6459.380602	1.1921382	2	70	1	2	5	6	4	2	9	n/a	6459.722402	n/a
6460.580952	1.1921979	2	71	1	2	5	6	5	2	9	n/a	6460.922832	n/a
6461.781566	1.2004367	2	72	1	2	5	6	6	2	9	n/a	6462.123434	n/a
6462.99056	1.1919315	2	73	1	2	5	6	7	1	9	n/a	6463.332064	n/a
6464.190857	1.1921691	2	74	1	2	5	6	8	1	9	n/a	6464.532713	n/a
6465.39125	1.1921469	2	75	1	2	5	6	9	1	9	n/a	6465.733149	n/a
6466.591786	1.1921838	2	76	1	2	5	6	10	1	9	n/a	6466.933642	n/a
