onset	duration	run_number	trial_number	att_task	seq_acquisition	bar_direction	bar_period	bar_step	stim_noise_ori	stim_stair_val	response_val	probe_time	reaction_time
6139.260056	1.2003394	1	1	1	1	9	1	1	3	9	n/a	n/a	n/a
6140.468767	1.1921513	1	2	1	1	9	1	2	3	9	n/a	n/a	n/a
6141.669256	1.1921352	1	3	1	1	9	1	3	3	9	n/a	n/a	n/a
6142.869632	1.1923798	1	4	1	1	9	1	4	3	9	n/a	n/a	n/a
6144.071013	1.2004074	1	5	1	1	9	1	5	3	9	n/a	n/a	n/a
6145.278987	1.1921425	1	6	1	1	9	1	6	3	9	n/a	n/a	n/a
6146.479419	1.1920967	1	7	1	1	9	1	7	3	9	n/a	n/a	n/a
6147.679829	1.1921525	1	8	1	1	9	1	8	3	9	n/a	n/a	n/a
6148.880363	1.1921808	1	9	1	1	9	1	9	3	9	n/a	n/a	n/a
6150.080802	1.1920845	1	10	1	1	9	1	10	3	9	n/a	n/a	n/a
6151.453174	1.220375	1	11	1	1	1	2	1	1	9	n/a	6151.806628	n/a
6152.681869	1.1920976	1	12	1	1	1	2	2	1	9	n/a	6153.023744	n/a
6153.882366	1.2255282	1	13	1	1	1	2	3	2	9	n/a	6154.224258	n/a
6155.116129	1.2338597	1	14	1	1	1	2	4	1	9	n/a	6155.458096	n/a
6156.358313	1.2006275	1	15	1	1	1	2	5	2	9	n/a	6156.701088	n/a
6157.567142	1.1920891	1	16	1	1	1	2	6	1	9	n/a	6157.909184	n/a
6158.767697	1.2004765	1	17	1	1	1	2	7	2	9	n/a	6159.109408	n/a
6159.976426	1.2088086	1	18	1	1	1	2	8	1	9	n/a	6160.318298	n/a
6161.19364	1.1921906	1	19	1	1	1	2	9	2	9	n/a	6161.535359	n/a
6162.394172	1.2254138	1	20	1	1	1	2	10	2	9	n/a	6162.735878	n/a
6163.627975	1.2254457	1	21	1	1	1	2	11	1	9	n/a	6163.969709	n/a
6164.861728	1.2255789	1	22	1	1	1	2	12	1	9	n/a	6165.203538	n/a
6166.09559	1.1921411	1	23	1	1	1	2	13	2	9	n/a	6166.437453	n/a
6167.296114	1.2337111	1	24	1	1	1	2	14	2	9	n/a	6167.637848	n/a
6168.538292	1.2254964	1	25	1	1	1	2	15	2	9	n/a	6168.880111	n/a
6169.772117	1.22551	1	26	1	1	1	2	16	1	9	n/a	6170.11386	n/a
6171.005877	1.2338601	1	27	1	1	1	2	17	2	9	n/a	6171.347773	n/a
6172.248066	1.2005657	1	28	1	1	1	2	18	2	9	n/a	6172.589864	n/a
6173.608634	1.2324384	1	29	1	1	9	3	1	3	9	n/a	n/a	n/a
6174.849447	1.1917596	1	30	1	1	9	3	2	3	9	n/a	n/a	n/a
6176.049616	1.1921022	1	31	1	1	9	3	3	3	9	n/a	n/a	n/a
6177.250138	1.1921143	1	32	1	1	9	3	4	3	9	n/a	n/a	n/a
6178.450606	1.1920919	1	33	1	1	9	3	5	3	9	n/a	n/a	n/a
6179.651107	1.1920414	1	34	1	1	9	3	6	3	9	n/a	n/a	n/a
6180.851675	1.1920598	1	35	1	1	9	3	7	3	9	n/a	n/a	n/a
6182.052056	1.1921644	1	36	1	1	9	3	8	3	9	n/a	n/a	n/a
6183.252489	1.1921236	1	37	1	1	9	3	9	3	9	n/a	n/a	n/a
6184.453013	1.1920635	1	38	1	1	9	3	10	3	9	n/a	n/a	n/a
6185.804127	1.2082256	1	39	1	1	3	4	1	2	9	n/a	6186.153629	n/a
6187.020657	1.2339204	1	40	1	1	3	4	2	2	9	n/a	6187.362506	n/a
6188.262827	1.2255507	1	41	1	1	3	4	3	2	9	n/a	6188.604722	n/a
6189.496706	1.2588234	1	42	1	1	3	4	4	1	9	n/a	6189.84683	n/a
6190.763854	1.217157	1	43	1	1	3	4	5	2	9	n/a	6191.105714	n/a
6191.989406	1.2254929	1	44	1	1	3	4	6	1	9	n/a	6192.331102	n/a
6193.223106	1.2423729	1	45	1	1	3	4	7	1	9	n/a	6193.573329	n/a
6194.473749	1.2254413	1	46	1	1	3	4	8	2	9	n/a	6194.815547	n/a
6195.707587	1.2420578	1	47	1	1	3	4	9	1	9	n/a	6196.057712	n/a
6196.958076	1.2254086	1	48	1	1	3	4	10	1	9	n/a	6197.299821	n/a
6198.191897	1.2338451	1	49	1	1	3	4	11	1	9	n/a	6198.533611	n/a
6199.434096	1.2338785	1	50	1	1	3	4	12	1	9	n/a	6199.784228	n/a
6200.67622	1.233736	1	51	1	1	3	4	13	1	9	n/a	6201.018047	n/a
6201.91841	1.2338268	1	52	1	1	3	4	14	1	9	n/a	6202.260193	n/a
6203.160519	1.2338834	1	53	1	1	3	4	15	1	9	n/a	6203.510583	n/a
6204.402687	1.2255648	1	54	1	1	3	4	16	1	9	n/a	6204.74455	n/a
